time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,windspeed_10m_max,windgusts_10m_max,weathercode,latitude_x,longitude_x,timezone,city,lat,lng,country,iso2,admin_name,capital,population,population_proper,latitude_y,longitude_y,_merge
2026-09-21,31.4,20.5,0.6,5,17.7,34.6,80,30.9375,-6.9375,Africa/Casablanca,Warzat,30.9167,-6.9167,Morocco,MA,Drâa-Tafilalet,,79218,79218,30.9167,-6.9167,both
2026-09-15,27.6,21.3,0.0,0,11.3,22.3,2,35.8125,-5.375,Africa/Casablanca,Fnidq,35.8414,-5.3587,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,77250,77250,35.8414,-5.3587,both
2026-09-16,30.0,21.3,0.0,0,31.8,60.5,1,35.8125,-5.375,Africa/Casablanca,Fnidq,35.8414,-5.3587,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,77250,77250,35.8414,-5.3587,both
2026-09-17,26.6,18.0,0.0,0,14.0,28.1,3,35.8125,-5.375,Africa/Casablanca,Fnidq,35.8414,-5.3587,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,77250,77250,35.8414,-5.3587,both
2026-09-18,24.7,20.7,0.0,5,16.7,32.8,3,35.8125,-5.375,Africa/Casablanca,Fnidq,35.8414,-5.3587,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,77250,77250,35.8414,-5.3587,both
2026-09-19,24.7,22.0,1.2,29,28.6,54.4,80,35.8125,-5.375,Africa/Casablanca,Fnidq,35.8414,-5.3587,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,77250,77250,35.8414,-5.3587,both
2026-09-20,24.4,22.5,0.6,17,38.8,68.0,80,35.8125,-5.375,Africa/Casablanca,Fnidq,35.8414,-5.3587,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,77250,77250,35.8414,-5.3587,both
2026-09-21,24.6,22.3,0.0,0,34.7,63.0,3,35.8125,-5.375,Africa/Casablanca,Fnidq,35.8414,-5.3587,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,77250,77250,35.8414,-5.3587,both
2026-09-15,37.0,23.4,0.0,0,19.7,37.8,0,28.435852,-11.147736,Africa/Casablanca,Tan-Tan,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,28.4333,-11.1,both
2026-09-16,31.0,20.6,0.0,0,24.6,45.7,0,28.435852,-11.147736,Africa/Casablanca,Tan-Tan,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,28.4333,-11.1,both
2026-09-17,25.9,20.3,0.2,0,32.1,56.5,51,28.435852,-11.147736,Africa/Casablanca,Tan-Tan,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,28.4333,-11.1,both
2026-09-18,25.7,19.5,0.0,0,26.3,47.9,1,28.435852,-11.147736,Africa/Casablanca,Tan-Tan,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,28.4333,-11.1,both
2026-09-19,26.1,19.6,0.0,0,19.6,38.9,3,28.435852,-11.147736,Africa/Casablanca,Tan-Tan,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,28.4333,-11.1,both
2026-09-20,30.3,17.8,0.0,2,16.2,33.8,3,28.435852,-11.147736,Africa/Casablanca,Tan-Tan,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,28.4333,-11.1,both
2026-09-21,33.4,17.7,0.0,4,20.1,43.9,1,28.435852,-11.147736,Africa/Casablanca,Tan-Tan,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,28.4333,-11.1,both
2026-09-15,34.8,21.8,0.0,0,19.7,40.7,0,34.1875,-5.6875,Africa/Casablanca,Sidi Qacem,34.21,-5.7,Morocco,MA,Rabat-Salé-Kénitra,,75037,75037,34.21,-5.7,both
2026-09-16,31.5,20.6,0.0,0,19.6,41.8,2,34.1875,-5.6875,Africa/Casablanca,Sidi Qacem,34.21,-5.7,Morocco,MA,Rabat-Salé-Kénitra,,75037,75037,34.21,-5.7,both
2026-09-17,30.1,18.5,0.0,0,14.5,31.3,3,34.1875,-5.6875,Africa/Casablanca,Sidi Qacem,34.21,-5.7,Morocco,MA,Rabat-Salé-Kénitra,,75037,75037,34.21,-5.7,both
2026-09-18,32.3,17.2,0.0,8,16.8,36.0,3,34.1875,-5.6875,Africa/Casablanca,Sidi Qacem,34.21,-5.7,Morocco,MA,Rabat-Salé-Kénitra,,75037,75037,34.21,-5.7,both
2026-09-19,36.2,19.9,0.0,3,19.8,41.4,1,34.1875,-5.6875,Africa/Casablanca,Sidi Qacem,34.21,-5.7,Morocco,MA,Rabat-Salé-Kénitra,,75037,75037,34.21,-5.7,both
2026-09-20,37.0,24.5,0.0,0,22.5,46.8,1,34.1875,-5.6875,Africa/Casablanca,Sidi Qacem,34.21,-5.7,Morocco,MA,Rabat-Salé-Kénitra,,75037,75037,34.21,-5.7,both
2026-09-21,36.3,24.1,0.0,0,17.2,36.4,1,34.1875,-5.6875,Africa/Casablanca,Sidi Qacem,34.21,-5.7,Morocco,MA,Rabat-Salé-Kénitra,,75037,75037,34.21,-5.7,both
2026-09-15,26.6,21.5,0.0,0,10.0,24.5,2,35.625,-5.3125,Africa/Casablanca,M’diq,35.68,-5.32,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,67599,67599,35.68,-5.32,both
2026-09-16,32.6,21.1,0.0,0,29.0,65.5,1,35.625,-5.3125,Africa/Casablanca,M’diq,35.68,-5.32,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,67599,67599,35.68,-5.32,both
2026-09-17,25.3,16.9,0.0,0,14.7,33.1,3,35.625,-5.3125,Africa/Casablanca,M’diq,35.68,-5.32,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,67599,67599,35.68,-5.32,both
2026-09-18,24.8,20.5,0.0,5,16.3,36.0,3,35.625,-5.3125,Africa/Casablanca,M’diq,35.68,-5.32,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,67599,67599,35.68,-5.32,both
2026-09-19,24.6,21.9,1.2,8,26.0,57.6,2,35.625,-5.3125,Africa/Casablanca,M’diq,35.68,-5.32,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,67599,67599,35.68,-5.32,both
2026-09-20,25.6,22.4,0.15,0,40.4,84.2,80,35.625,-5.3125,Africa/Casablanca,M’diq,35.68,-5.32,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,67599,67599,35.68,-5.32,both
2026-09-21,25.7,22.1,0.0,0,36.8,76.3,2,35.625,-5.3125,Africa/Casablanca,M’diq,35.68,-5.32,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,67599,67599,35.68,-5.32,both
2026-09-15,37.4,24.6,0.0,3,24.1,49.7,3,32.25,-8.5,Africa/Casablanca,Youssoufia,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669,32.25,-8.53,both
2026-09-16,31.4,19.7,0.0,0,20.6,41.8,1,32.25,-8.5,Africa/Casablanca,Youssoufia,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669,32.25,-8.53,both
2026-09-17,28.7,17.1,0.0,0,18.2,38.2,3,32.25,-8.5,Africa/Casablanca,Youssoufia,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669,32.25,-8.53,both
2026-09-18,30.9,16.9,0.0,3,18.2,37.4,45,32.25,-8.5,Africa/Casablanca,Youssoufia,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669,32.25,-8.53,both
2026-09-19,34.4,16.6,0.0,3,15.5,32.4,45,32.25,-8.5,Africa/Casablanca,Youssoufia,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669,32.25,-8.53,both
2026-09-20,39.0,22.9,0.0,0,19.1,48.2,2,32.25,-8.5,Africa/Casablanca,Youssoufia,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669,32.25,-8.53,both
2026-09-21,32.6,21.6,0.0,0,19.6,36.0,2,32.25,-8.5,Africa/Casablanca,Youssoufia,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669,32.25,-8.53,both
2026-09-15,30.0,18.2,0.0,8,23.4,41.8,3,32.6875,-4.75,Africa/Casablanca,Midalt,32.68,-4.74,Morocco,MA,Drâa-Tafilalet,,62648,62648,32.68,-4.74,both
2026-09-16,27.0,17.0,0.0,0,21.4,38.5,2,32.6875,-4.75,Africa/Casablanca,Midalt,32.68,-4.74,Morocco,MA,Drâa-Tafilalet,,62648,62648,32.68,-4.74,both
2026-09-17,26.9,14.4,1.3,38,16.1,31.7,80,32.6875,-4.75,Africa/Casablanca,Midalt,32.68,-4.74,Morocco,MA,Drâa-Tafilalet,,62648,62648,32.68,-4.74,both
2026-09-18,26.6,13.6,0.0,18,22.1,35.6,3,32.6875,-4.75,Africa/Casablanca,Midalt,32.68,-4.74,Morocco,MA,Drâa-Tafilalet,,62648,62648,32.68,-4.74,both
2026-09-19,25.8,14.3,0.0,14,26.3,43.9,3,32.6875,-4.75,Africa/Casablanca,Midalt,32.68,-4.74,Morocco,MA,Drâa-Tafilalet,,62648,62648,32.68,-4.74,both
2026-09-20,29.0,15.5,0.6,9,16.8,29.2,3,32.6875,-4.75,Africa/Casablanca,Midalt,32.68,-4.74,Morocco,MA,Drâa-Tafilalet,,62648,62648,32.68,-4.74,both
2026-09-21,29.5,16.9,0.0,14,27.2,47.5,3,32.6875,-4.75,Africa/Casablanca,Midalt,32.68,-4.74,Morocco,MA,Drâa-Tafilalet,,62648,62648,32.68,-4.74,both
2026-09-15,29.2,21.7,0.0,0,12.1,32.0,45,33.625,-7.4375,Africa/Casablanca,Aïn Harrouda,33.6372,-7.4483,Morocco,MA,Casablanca-Settat,,60804,60804,33.6372,-7.4483,both
2026-09-16,26.4,20.6,0.0,0,15.2,37.4,45,33.625,-7.4375,Africa/Casablanca,Aïn Harrouda,33.6372,-7.4483,Morocco,MA,Casablanca-Settat,,60804,60804,33.6372,-7.4483,both
2026-09-17,26.3,19.7,0.0,0,13.2,33.8,3,33.625,-7.4375,Africa/Casablanca,Aïn Harrouda,33.6372,-7.4483,Morocco,MA,Casablanca-Settat,,60804,60804,33.6372,-7.4483,both
2026-09-18,26.9,17.6,0.0,3,14.6,37.1,3,33.625,-7.4375,Africa/Casablanca,Aïn Harrouda,33.6372,-7.4483,Morocco,MA,Casablanca-Settat,,60804,60804,33.6372,-7.4483,both
2026-09-19,27.8,18.4,0.0,0,12.6,33.5,45,33.625,-7.4375,Africa/Casablanca,Aïn Harrouda,33.6372,-7.4483,Morocco,MA,Casablanca-Settat,,60804,60804,33.6372,-7.4483,both
2026-09-20,30.4,20.4,0.0,0,11.5,27.4,2,33.625,-7.4375,Africa/Casablanca,Aïn Harrouda,33.6372,-7.4483,Morocco,MA,Casablanca-Settat,,60804,60804,33.6372,-7.4483,both
2026-09-21,30.3,20.6,0.0,0,13.8,33.8,2,33.625,-7.4375,Africa/Casablanca,Aïn Harrouda,33.6372,-7.4483,Morocco,MA,Casablanca-Settat,,60804,60804,33.6372,-7.4483,both
2026-09-15,39.7,24.6,0.0,3,17.7,32.8,3,32.3125,-6.6875,Africa/Casablanca,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,32.3,-6.7,both
2026-09-16,35.4,20.4,0.0,0,15.3,26.6,1,32.3125,-6.6875,Africa/Casablanca,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,32.3,-6.7,both
2026-09-17,32.2,17.7,0.0,5,13.8,24.8,3,32.3125,-6.6875,Africa/Casablanca,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,32.3,-6.7,both
2026-09-18,33.8,18.3,0.0,5,8.6,17.6,1,32.3125,-6.6875,Africa/Casablanca,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,32.3,-6.7,both
2026-09-19,38.2,20.2,0.0,2,10.5,19.8,3,32.3125,-6.6875,Africa/Casablanca,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,32.3,-6.7,both
2026-09-20,40.2,24.2,0.3,3,10.7,20.2,2,32.3125,-6.6875,Africa/Casablanca,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,32.3,-6.7,both
2026-09-21,38.6,23.8,0.6,3,16.6,29.2,80,32.3125,-6.6875,Africa/Casablanca,Souq Sebt Oulad Nemma,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,32.3,-6.7,both
2026-09-15,27.6,21.0,0.0,0,12.5,28.1,45,34.25,-6.625,Africa/Casablanca,Mehdya,34.2557,-6.6745,Morocco,MA,Rabat-Salé-Kénitra,,58558,58558,34.2557,-6.6745,both
2026-09-16,26.5,21.0,0.0,0,16.3,36.4,3,34.25,-6.625,Africa/Casablanca,Mehdya,34.2557,-6.6745,Morocco,MA,Rabat-Salé-Kénitra,,58558,58558,34.2557,-6.6745,both
2026-09-17,26.3,19.3,0.0,0,12.1,28.1,3,34.25,-6.625,Africa/Casablanca,Mehdya,34.2557,-6.6745,Morocco,MA,Rabat-Salé-Kénitra,,58558,58558,34.2557,-6.6745,both
2026-09-18,26.9,17.6,0.0,5,13.3,29.9,45,34.25,-6.625,Africa/Casablanca,Mehdya,34.2557,-6.6745,Morocco,MA,Rabat-Salé-Kénitra,,58558,58558,34.2557,-6.6745,both
2026-09-19,32.0,17.7,0.0,0,16.1,35.3,45,34.25,-6.625,Africa/Casablanca,Mehdya,34.2557,-6.6745,Morocco,MA,Rabat-Salé-Kénitra,,58558,58558,34.2557,-6.6745,both
2026-09-20,36.7,22.5,0.0,0,17.3,40.3,1,34.25,-6.625,Africa/Casablanca,Mehdya,34.2557,-6.6745,Morocco,MA,Rabat-Salé-Kénitra,,58558,58558,34.2557,-6.6745,both
2026-09-21,33.1,22.1,0.0,0,14.3,33.1,0,34.25,-6.625,Africa/Casablanca,Mehdya,34.2557,-6.6745,Morocco,MA,Rabat-Salé-Kénitra,,58558,58558,34.2557,-6.6745,both
2026-09-15,35.3,19.8,0.0,0,21.7,44.6,1,34.8125,-5.625,Africa/Casablanca,Ouezzane,34.8,-5.6,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,57737,57737,34.8,-5.6,both
2026-09-16,30.4,17.3,0.0,0,17.6,34.6,3,34.8125,-5.625,Africa/Casablanca,Ouezzane,34.8,-5.6,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,57737,57737,34.8,-5.6,both
2026-09-17,29.8,16.6,0.0,1,21.4,41.8,3,34.8125,-5.625,Africa/Casablanca,Ouezzane,34.8,-5.6,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,57737,57737,34.8,-5.6,both
2026-09-18,31.6,15.6,0.0,8,14.0,32.8,3,34.8125,-5.625,Africa/Casablanca,Ouezzane,34.8,-5.6,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,57737,57737,34.8,-5.6,both
2026-09-19,36.1,17.5,0.0,5,16.6,29.5,1,34.8125,-5.625,Africa/Casablanca,Ouezzane,34.8,-5.6,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,57737,57737,34.8,-5.6,both
2026-09-20,36.7,20.8,0.0,3,20.2,39.6,0,34.8125,-5.625,Africa/Casablanca,Ouezzane,34.8,-5.6,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,57737,57737,34.8,-5.6,both
2026-09-21,35.8,21.4,0.0,3,16.4,33.1,2,34.8125,-5.625,Africa/Casablanca,Ouezzane,34.8,-5.6,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,57737,57737,34.8,-5.6,both
2026-09-15,40.9,26.8,0.0,1,31.5,50.4,0,26.74868,-11.648254,Africa/Casablanca,Semara,26.7394,-11.6703,Morocco,MA,Laâyoune-Sakia El Hamra,,57035,57035,26.7394,-11.6703,both
2026-09-16,39.4,25.2,0.0,0,32.0,55.1,0,26.74868,-11.648254,Africa/Casablanca,Semara,26.7394,-11.6703,Morocco,MA,Laâyoune-Sakia El Hamra,,57035,57035,26.7394,-11.6703,both
2026-09-17,31.0,20.3,0.0,0,29.3,50.4,3,26.74868,-11.648254,Africa/Casablanca,Semara,26.7394,-11.6703,Morocco,MA,Laâyoune-Sakia El Hamra,,57035,57035,26.7394,-11.6703,both
2026-09-18,30.2,19.3,0.0,0,25.9,46.1,3,26.74868,-11.648254,Africa/Casablanca,Semara,26.7394,-11.6703,Morocco,MA,Laâyoune-Sakia El Hamra,,57035,57035,26.7394,-11.6703,both
2026-09-19,32.5,18.4,0.0,0,20.8,37.4,3,26.74868,-11.648254,Africa/Casablanca,Semara,26.7394,-11.6703,Morocco,MA,Laâyoune-Sakia El Hamra,,57035,57035,26.7394,-11.6703,both
2026-09-20,37.5,18.1,0.0,2,24.0,38.9,1,26.74868,-11.648254,Africa/Casablanca,Semara,26.7394,-11.6703,Morocco,MA,Laâyoune-Sakia El Hamra,,57035,57035,26.7394,-11.6703,both
2026-09-21,41.3,22.6,0.0,25,16.9,44.6,3,26.74868,-11.648254,Africa/Casablanca,Semara,26.7394,-11.6703,Morocco,MA,Laâyoune-Sakia El Hamra,,57035,57035,26.7394,-11.6703,both
2026-09-15,35.4,24.7,0.0,3,17.0,31.3,3,31.5625,-7.6875,Africa/Casablanca,Ait Ourir,31.5644,-7.6628,Morocco,MA,Marrakech-Safi,,56954,56954,31.5644,-7.6628,both
2026-09-16,32.7,19.9,0.0,0,14.9,28.1,1,31.5625,-7.6875,Africa/Casablanca,Ait Ourir,31.5644,-7.6628,Morocco,MA,Marrakech-Safi,,56954,56954,31.5644,-7.6628,both
2026-09-17,28.9,17.7,0.0,8,10.0,20.2,3,31.5625,-7.6875,Africa/Casablanca,Ait Ourir,31.5644,-7.6628,Morocco,MA,Marrakech-Safi,,56954,56954,31.5644,-7.6628,both
2026-09-18,30.3,17.5,0.0,10,10.2,21.6,1,31.5625,-7.6875,Africa/Casablanca,Ait Ourir,31.5644,-7.6628,Morocco,MA,Marrakech-Safi,,56954,56954,31.5644,-7.6628,both
2026-09-19,34.8,19.2,0.0,10,12.2,24.5,2,31.5625,-7.6875,Africa/Casablanca,Ait Ourir,31.5644,-7.6628,Morocco,MA,Marrakech-Safi,,56954,56954,31.5644,-7.6628,both
2026-09-20,37.0,22.7,0.3,4,10.2,19.8,3,31.5625,-7.6875,Africa/Casablanca,Ait Ourir,31.5644,-7.6628,Morocco,MA,Marrakech-Safi,,56954,56954,31.5644,-7.6628,both
2026-09-21,33.9,21.8,1.8,5,9.9,28.8,80,31.5625,-7.6875,Africa/Casablanca,Ait Ourir,31.5644,-7.6628,Morocco,MA,Marrakech-Safi,,56954,56954,31.5644,-7.6628,both
2026-09-15,34.2,23.6,0.0,0,16.9,32.8,2,33.9375,-5.0,Africa/Casablanca,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,Fès-Meknès,,56352,56352,33.9598,-4.9954,both
2026-09-16,30.9,21.0,0.0,0,16.7,31.7,1,33.9375,-5.0,Africa/Casablanca,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,Fès-Meknès,,56352,56352,33.9598,-4.9954,both
2026-09-17,29.2,18.4,0.0,5,13.3,26.3,45,33.9375,-5.0,Africa/Casablanca,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,Fès-Meknès,,56352,56352,33.9598,-4.9954,both
2026-09-18,30.7,18.4,0.0,5,10.9,23.4,3,33.9375,-5.0,Africa/Casablanca,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,Fès-Meknès,,56352,56352,33.9598,-4.9954,both
2026-09-19,33.4,19.7,0.0,0,17.7,37.1,1,33.9375,-5.0,Africa/Casablanca,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,Fès-Meknès,,56352,56352,33.9598,-4.9954,both
2026-09-20,33.2,21.0,0.0,0,20.0,48.6,1,33.9375,-5.0,Africa/Casablanca,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,Fès-Meknès,,56352,56352,33.9598,-4.9954,both
2026-09-21,33.1,20.8,0.0,0,14.4,37.4,0,33.9375,-5.0,Africa/Casablanca,Oulad Tayeb,33.9598,-4.9954,Morocco,MA,Fès-Meknès,,56352,56352,33.9598,-4.9954,both
2026-09-15,29.9,21.5,0.0,0,13.0,34.2,45,33.5625,-7.5,Africa/Casablanca,Tit Mellil,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,33.5533,-7.4822,both
2026-09-16,26.3,20.2,0.0,0,14.9,38.2,45,33.5625,-7.5,Africa/Casablanca,Tit Mellil,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,33.5533,-7.4822,both
2026-09-17,26.1,19.0,0.0,0,13.4,35.3,3,33.5625,-7.5,Africa/Casablanca,Tit Mellil,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,33.5533,-7.4822,both
2026-09-18,27.0,17.5,0.0,3,15.0,38.5,3,33.5625,-7.5,Africa/Casablanca,Tit Mellil,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,33.5533,-7.4822,both
2026-09-19,28.1,18.7,0.0,0,13.0,34.6,45,33.5625,-7.5,Africa/Casablanca,Tit Mellil,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,33.5533,-7.4822,both
2026-09-20,31.1,20.8,0.0,0,11.6,29.9,2,33.5625,-7.5,Africa/Casablanca,Tit Mellil,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,33.5533,-7.4822,both
2026-09-21,29.7,20.9,0.0,0,13.6,36.0,2,33.5625,-7.5,Africa/Casablanca,Tit Mellil,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,33.5533,-7.4822,both
2026-09-15,37.2,21.1,0.0,3,26.1,45.4,3,32.625,-8.4375,Africa/Casablanca,Sidi Bennour,32.655,-8.4292,Morocco,MA,Casablanca-Settat,,55847,55847,32.655,-8.4292,both
2026-09-16,30.2,18.5,0.0,0,22.7,39.2,2,32.625,-8.4375,Africa/Casablanca,Sidi Bennour,32.655,-8.4292,Morocco,MA,Casablanca-Settat,,55847,55847,32.655,-8.4292,both
2026-09-17,28.6,17.5,0.0,0,20.2,35.3,3,32.625,-8.4375,Africa/Casablanca,Sidi Bennour,32.655,-8.4292,Morocco,MA,Casablanca-Settat,,55847,55847,32.655,-8.4292,both
2026-09-18,30.6,17.5,0.0,0,22.0,39.2,45,32.625,-8.4375,Africa/Casablanca,Sidi Bennour,32.655,-8.4292,Morocco,MA,Casablanca-Settat,,55847,55847,32.655,-8.4292,both
2026-09-19,34.0,16.5,0.0,0,18.0,32.4,45,32.625,-8.4375,Africa/Casablanca,Sidi Bennour,32.655,-8.4292,Morocco,MA,Casablanca-Settat,,55847,55847,32.655,-8.4292,both
2026-09-20,38.7,20.3,0.0,0,18.4,36.0,2,32.625,-8.4375,Africa/Casablanca,Sidi Bennour,32.655,-8.4292,Morocco,MA,Casablanca-Settat,,55847,55847,32.655,-8.4292,both
2026-09-21,32.7,19.6,0.0,3,17.6,33.5,45,32.625,-8.4375,Africa/Casablanca,Sidi Bennour,32.655,-8.4292,Morocco,MA,Casablanca-Settat,,55847,55847,32.655,-8.4292,both
2026-09-15,38.9,26.1,0.0,3,19.1,40.7,3,30.375,-9.4375,Africa/Casablanca,Temsia,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30.3633,-9.4144,both
2026-09-16,31.9,22.3,0.0,0,17.1,37.4,2,30.375,-9.4375,Africa/Casablanca,Temsia,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30.3633,-9.4144,both
2026-09-17,28.2,21.1,0.0,0,22.8,47.2,3,30.375,-9.4375,Africa/Casablanca,Temsia,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30.3633,-9.4144,both
2026-09-18,28.2,20.2,0.0,0,20.9,43.9,1,30.375,-9.4375,Africa/Casablanca,Temsia,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30.3633,-9.4144,both
2026-09-19,28.4,20.5,0.0,3,22.5,47.2,45,30.375,-9.4375,Africa/Casablanca,Temsia,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30.3633,-9.4144,both
2026-09-20,28.6,20.9,0.0,0,27.7,49.3,1,30.375,-9.4375,Africa/Casablanca,Temsia,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30.3633,-9.4144,both
2026-09-21,33.2,20.2,0.0,0,22.6,41.4,45,30.375,-9.4375,Africa/Casablanca,Temsia,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30.3633,-9.4144,both
2026-09-15,38.6,26.6,0.0,3,22.9,40.3,2,30.1875,-9.375,Africa/Casablanca,Biougra,30.2144,-9.3708,Morocco,MA,Souss-Massa,,50626,50626,30.2144,-9.3708,both
2026-09-16,33.7,23.1,0.0,0,29.4,49.0,1,30.1875,-9.375,Africa/Casablanca,Biougra,30.2144,-9.3708,Morocco,MA,Souss-Massa,,50626,50626,30.2144,-9.3708,both
2026-09-17,27.9,21.1,0.0,0,32.9,54.7,3,30.1875,-9.375,Africa/Casablanca,Biougra,30.2144,-9.3708,Morocco,MA,Souss-Massa,,50626,50626,30.2144,-9.3708,both
2026-09-18,28.3,20.2,0.0,0,23.1,39.6,2,30.1875,-9.375,Africa/Casablanca,Biougra,30.2144,-9.3708,Morocco,MA,Souss-Massa,,50626,50626,30.2144,-9.3708,both
2026-09-19,28.6,20.4,0.0,3,22.1,36.0,2,30.1875,-9.375,Africa/Casablanca,Biougra,30.2144,-9.3708,Morocco,MA,Souss-Massa,,50626,50626,30.2144,-9.3708,both
2026-09-20,27.3,20.5,0.0,0,25.5,43.9,1,30.1875,-9.375,Africa/Casablanca,Biougra,30.2144,-9.3708,Morocco,MA,Souss-Massa,,50626,50626,30.2144,-9.3708,both
2026-09-21,30.7,19.9,0.0,0,19.8,35.3,45,30.1875,-9.375,Africa/Casablanca,Biougra,30.2144,-9.3708,Morocco,MA,Souss-Massa,,50626,50626,30.2144,-9.3708,both
2026-09-15,26.4,20.2,0.0,0,11.3,20.2,45,35.1875,-3.875,Africa/Casablanca,Al Hoceïma,35.2472,-3.9322,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,50225,50225,35.2472,-3.9322,both
2026-09-16,28.7,19.9,0.0,0,13.0,25.2,3,35.1875,-3.875,Africa/Casablanca,Al Hoceïma,35.2472,-3.9322,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,50225,50225,35.2472,-3.9322,both
2026-09-17,25.8,20.0,0.0,3,16.7,30.2,3,35.1875,-3.875,Africa/Casablanca,Al Hoceïma,35.2472,-3.9322,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,50225,50225,35.2472,-3.9322,both
2026-09-18,26.0,18.9,0.0,12,15.4,32.0,45,35.1875,-3.875,Africa/Casablanca,Al Hoceïma,35.2472,-3.9322,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,50225,50225,35.2472,-3.9322,both
2026-09-19,27.7,18.9,0.0,15,26.5,47.5,2,35.1875,-3.875,Africa/Casablanca,Al Hoceïma,35.2472,-3.9322,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,50225,50225,35.2472,-3.9322,both
2026-09-20,27.3,22.0,0.0,5,33.7,60.5,2,35.1875,-3.875,Africa/Casablanca,Al Hoceïma,35.2472,-3.9322,Morocco,MA,Tanger-Tétouan-Al Hoceïma,,50225,50225,35.2472,-3.9322,both
